GCF_000772025.1;2922093;5781;.32431
GCF_000772045.1;8377469;14980;.71234
GCF_000772065.1;6113298;11503;.44914
GCF_000772085.1;3486848;6486;.71064
GCF_000772105.1;5609595;10300;.44449
GCF_000772125.1;3924730;8035;.45252
GCF_000772145.1;1086363;1874;.39838
GCF_000772165.1;4009396;7719;.45872
GCF_000772185.1;1968844;3898;.37980
GCF_000772205.1;4031445;7830;.45949
GCF_000772225.1;1713089;3552;.30094
GCF_000772245.1;1818604;3515;.38009
GCF_000772485.1;2366741;3953;.59227
GCF_000772715.2;5127237;9110;.62464
GCF_000772775.3;4977470;8799;.62542
GCF_000775355.2;3979964;7254;.46906
GCF_000775375.1;5766416;11252;.56483
GCF_000775395.1;5931539;11647;.56287
GCF_000775955.1;5182864;9995;.56919
GCF_000775975.1;5678454;11477;.34809
GCF_000775995.1;2741918;5002;.44030
GCF_000782835.1;4130665;8462;.43289
GCF_000782855.1;2039016;4112;.35000
GCF_000783435.2;6979209;12914;.64158
GCF_000783575.2;4128282;7625;.38282
GCF_000783595.2;4094787;7522;.38370
GCF_000783675.2;4937962;9598;.54950
GCF_000783735.2;4865935;10056;.50020
GCF_000783775.2;4574789;8352;.60927
GCF_000783815.2;4846410;9355;.51524
GCF_000783875.2;4004917;7274;.38307
GCF_000783915.2;5314029;9909;.59139
GCF_000783935.2;5896732;11065;.54942
GCF_000783955.2;4050027;7597;.50471
GCF_000783995.2;5324213;9888;.51179
GCF_000784015.2;4156893;7714;.38426
GCF_000784865.1;5008276;9555;.54300
GCF_000784905.1;4989037;9510;.54359
GCF_000784925.1;5629140;10968;.49783
GCF_000784945.1;5589605;10906;.56497
GCF_000784985.1;5552703;10933;.56596
GCF_000785005.1;5542002;10778;.56559
GCF_000785105.2;2122059;4122;.39290
GCF_000785515.1;2216285;4160;.39651
GCF_000785495.1;5707827;11226;.71950
GCF_000785535.1;4650999;8371;.62012
GCF_000785555.1;3239864;6319;.38845
GCF_000785705.2;5236750;9584;.51024
GCF_000786425.1;4428509;8036;.43821
GCF_000786505.1;4467534;8284;.64798
GCF_000786695.1;3669943;10130;.55510
GCF_000786735.1;4018043;7713;.38520
GCF_000787195.2;2200356;4335;.51084
GCF_000788395.1;4876188;8851;.39468
GCF_000788715.2;4112586;7603;.47028
GCF_000789275.1;4268315;8867;.42977
GCF_000789295.1;4268060;8867;.42979
GCF_000789315.1;5790434;11749;.34739
GCF_000789335.1;1866778;3783;.45667
GCF_000789355.1;3963537;7534;.27096
GCF_000789375.1;1771778;3726;.45788
GCF_000789395.1;3380364;6547;.27905
GCF_000798935.2;3290831;6752;.46474
GCF_000800215.1;4615647;8905;.50177
GCF_000800235.1;2222707;4373;.51013
GCF_000800255.1;5151215;8960;.62680
GCF_000800275.1;2206727;4330;.51088
GCF_000800295.1;1647347;3072;.28260
GCF_000800315.1;2224133;4370;.51000
GCF_000800335.1;2940807;5794;.37571
GCF_000800355.1;2226706;4363;.51001
GCF_000800395.1;3575587;6767;.66579
GCF_000800415.1;2210521;4355;.51040
GCF_000800455.1;2400616;4093;.55431
GCF_000800475.2;2058107;3487;.62478
GCF_000800725.1;3983345;7300;.58391
GCF_000800785.1;1207405;2167;.23657
GCF_000800765.1;4615644;8905;.50177
GCF_000800825.1;3755250;7614;.41059
GCF_000801145.1;2461928;4568;.39767
GCF_000801165.1;5058398;9773;.50087
GCF_000801185.2;5108986;9798;.50025
GCF_000801205.1;4694792;9029;.50163
GCF_000801275.2;6401183;11478;.45177
GCF_000801295.1;2630231;5165;.64253
GCF_000801315.1;4414532;7631;.56833
GCF_000801755.2;4822653;9125;.55061
GCF_000803625.1;713953;1513;.43904
GCF_000802245.2;7437901;12908;.69078
GCF_000803645.1;5267200;9894;.62964
GCF_000803665.1;6826517;13857;.34510
GCF_000803705.1;5653224;11203;.49842
GCF_000807175.1;4406292;8218;.29566
GCF_000807225.1;4207408;7558;.33658
GCF_000807255.1;4406503;8216;.29566
GCF_000807275.1;2726006;4679;.33697
GCF_000807295.1;918635;1735;.28364
GCF_000807375.1;2519808;5040;.34794
GCF_000807315.1;9339511;17452;.62874
GCF_000807405.2;5225503;10141;.54359
GCF_000807415.2;5342859;10161;.54991
GCF_000807425.2;5369814;10402;.54729
GCF_000807675.2;4478123;8411;.46607
GCF_000807775.2;5661966;9906;.62039
GCF_000807785.2;5661965;9908;.62039
GCF_000808055.1;2940531;5808;.37558
GCF_000812165.1;4186276;7962;.66867
GCF_000808035.2;6813231;11896;.66843
GCF_000812665.2;4430823;8610;.52506
GCF_000812205.2;5789915;11102;.56396
GCF_000813165.1;5190135;10118;.49985
GCF_000814265.1;1798596;3562;.32719
GCF_000813205.1;5396003;10340;.56776
GCF_000814165.3;4112523;7796;.38261
GCF_000814125.3;5274369;10097;.54244
GCF_000814145.2;5170335;10093;.50300
GCF_000814825.1;1991682;3475;.62777
GCF_000815025.1;665113;1224;.34165
GCF_000814205.1;5127033;9838;.54160
GCF_000814225.1;5119349;9815;.54418
GCF_000814345.1;4124902;7888;.38668
GCF_000815065.1;788602;1261;.28600
GCF_000814865.1;2366392;4235;.51540
GCF_000814305.1;5720539;11245;.56499
GCF_000815045.1;2908678;5775;.32345
GCF_000814805.1;5407802;10244;.56524
GCF_000815085.1;2908689;5775;.32345
GCF_000815125.1;2908674;5775;.32346
GCF_000814845.2;5814785;10200;.61999
GCF_000815225.1;1682298;3144;.31595
GCF_000815165.1;2908689;5774;.32345
GCF_000815145.1;4031946;7870;.45898
GCF_000815205.1;2908691;5775;.32345
GCF_000815245.1;2908681;5775;.32345
GCF_000815105.2;5940967;10210;.63501
GCF_000815185.1;5068684;8499;.68134
GCF_000815275.2;3982459;7795;.46030
GCF_000816065.1;2300901;4182;.58841
GCF_000816085.1;2503031;4784;.35138
GCF_000816145.1;2192484;4317;.48862
GCF_000816185.1;1483395;3058;.27844
GCF_000816045.1;4589019;8041;.52770
GCF_000816165.1;2166707;4243;.51183
GCF_000816205.1;1971236;3250;.59734
GCF_000816225.1;1520879;3092;.29358
GCF_000816245.1;1577006;3212;.28117
GCF_000816265.1;1804818;3632;.29575
GCF_000816345.1;1536924;3158;.28218
GCF_000816305.1;1876158;3864;.29384
GCF_000816025.1;10467515;18119;.70714
GCF_000816125.1;7084904;13458;.60355
GCF_000816385.2;1542066;3148;.29496
GCF_000816405.1;1535411;3114;.29535
GCF_000816365.1;1813902;3606;.28999
GCF_000816425.1;1584572;3214;.29368
GCF_000816785.1;1784830;3480;.28109
GCF_000817025.1;1606304;3055;.38227
GCF_000817045.1;1983135;3269;.59739
GCF_000817005.1;2316372;4601;.39265
GCF_000817065.1;2057089;4006;.36372
GCF_000816465.3;7681401;13321;.69057
GCF_000816885.1;5340097;9118;.63912
GCF_000817325.1;2778936;5517;.54751
GCF_000816845.1;7402581;14169;.58873
GCF_000817995.1;2200892;3664;.58561
GCF_000816985.1;6685638;12278;.65405
GCF_000818055.1;1962857;3237;.59736
GCF_000817935.1;4420241;8586;.27656
GCF_000817955.1;3663934;6782;.61503
GCF_000818035.1;2284856;4630;.53589
GCF_000817975.1;5257193;9807;.64875
GCF_000818015.1;4438274;8313;.63857
GCF_000818075.1;4656506;9044;.51507
GCF_000819445.1;2714829;5265;.67723
GCF_000818095.1;4171004;8954;.41845
GCF_000818115.1;4670028;9070;.51476
