GCF_004635945.1; 4206875; 2258445; .67276
GCF_004635925.1; 4211492; 2058323; .67274
GCF_004635965.1; 4210398; 2058329; .67274
GCF_004635985.1; 4210401; 2058021; .67274
GCF_004636045.1; 4206905; 2056688; .67276
GCF_004636025.1; 4207982; 2055765; .67275
GCF_004636005.1; 4210417; 2071294; .67275
GCF_004636105.1; 4211217; 2058095; .67273
GCF_004636065.1; 4207942; 2070159; .67275
GCF_004636125.1; 4209033; 2069630; .67274
GCF_004636145.1; 4209301; 2070533; .67275
GCF_004636085.1; 4209928; 2059300; .67273
GCF_004636165.1; 4214435; 2075102; .67270
GCF_004636205.1; 4202015; 2051392; .67275
GCF_004636185.1; 4213358; 2073785; .67271
GCF_004636225.1; 4209942; 2059860; .67274
GCF_004636245.1; 4212239; 2072316; .67271
GCF_004636285.1; 4234380; 2083723; .67283
GCF_004636265.1; 4209060; 2068391; .67274
GCF_004636325.1; 4209039; 2069137; .67274
GCF_004636305.1; 4207980; 2068334; .67275
GCF_004636385.1; 4213363; 2073302; .67270
GCF_004636365.1; 4209159; 2070955; .67273
GCF_004636345.1; 4209302; 2072006; .67275
GCF_004636405.1; 4208111; 2057558; .67274
GCF_004636425.1; 4205814; 2066470; .67277
GCF_004636445.1; 4207735; 2246934; .67275
GCF_004636505.1; 4213360; 2264286; .67270
GCF_004636465.1; 4207962; 2248119; .67275
GCF_004636485.1; 4209003; 2247432; .67274
GCF_004636605.1; 2880514; 1609453; .37806
GCF_004636525.1; 4213328; 2263626; .67270
GCF_004636545.1; 4213349; 2263242; .67270
GCF_004636565.1; 4213346; 2265129; .67270
GCF_004636745.1; 2999515; 1674442; .37683
GCF_004636665.1; 2927369; 1633885; .37711
GCF_004636785.1; 4211469; 2058231; .67273
GCF_004636805.1; 4206861; 2056831; .67276
GCF_004636825.1; 4207947; 2057140; .67275
GCF_004636865.1; 4209009; 2056206; .67274
GCF_004636885.1; 4209304; 2057593; .67275
GCF_004636845.1; 4209122; 2057733; .67273
GCF_004636905.1; 4209287; 2057639; .67275
GCF_004636945.1; 4209103; 2071552; .67273
GCF_004636925.1; 4209238; 2055397; .67275
GCF_004636985.1; 4205626; 2054129; .67277
GCF_004636965.1; 4189251; 2046829; .67266
GCF_004637005.1; 4216569; 2063638; .67267
GCF_004637025.1; 4209033; 2056271; .67274
GCF_004637065.1; 4210269; 2058795; .67273
GCF_004637105.1; 4211164; 2057141; .67272
GCF_004637045.1; 4206999; 2057070; .67275
GCF_004637165.1; 4209065; 2070423; .67272
GCF_004637085.1; 4205655; 2054679; .67277
GCF_004637205.1; 4206996; 2056642; .67275
GCF_004637185.1; 4216551; 2059625; .67267
GCF_004637245.1; 4404326; 2370326; .67267
GCF_004637225.1; 4215521; 2291298; .67269
GCF_004637265.1; 4210115; 2273579; .67273
GCF_004683885.1; 2871156; 1624159; .67328
GCF_004683865.2; 5048372; 2447075; .66096
GCF_004683965.1; 4073722; 2161876; .69877
GCF_004684245.1; 2508851; 1412348; .64773
GCF_004684285.1; 1457918; 879899; .47094
GCF_004683905.1; 6293828; 3132610; .60065
GCF_004684265.1; 5425273; 2914686; .55009
GCF_004684325.1; 5414304; 2845422; .60315
GCF_004730965.1; 3623306; 1939738; .44384
GCF_004684305.1; 5443811; 2884866; .60225
GCF_004684345.1; 5070238; 2763022; .51903
GCF_004684365.1; 4973011; 2754095; .55962
GCF_004758865.1; 4276680; 2358133; .39306
GCF_004752005.1; 4115038; 1814287; .43286
GCF_004758745.1; 2566791; 1350152; .53413
GCF_004751985.1; 3959479; 2151550; .60245
GCF_004766445.2; 2760772; 1393933; .50590
GCF_004763665.1; 2914369; 1688813; .38246
GCF_004759025.1; 5571282; 3117434; .50500
GCF_004768525.1; 5111803; 3064587; .39015
GCF_004768565.1; 4984906; 2769828; .51911
GCF_004768585.1; 4984931; 2769732; .51910
GCF_004768625.1; 5282356; 2976847; .52036
GCF_004768605.1; 4961923; 2752530; .51979
GCF_004768725.1; 980428; 431623; .28883
GCF_004768545.1; 8167963; 4093210; .65397
GCF_004768645.1; 4821091; 2685669; .52163
GCF_004768685.1; 3065850; 1698750; .38229
GCF_004768665.1; 5281914; 2976825; .52036
GCF_004768705.1; 4146698; 2011353; .39228
GCF_004771095.1; 999447; 447748; .31850
GCF_004771115.1; 999451; 447273; .31850
GCF_004771075.1; 2272178; 1285642; .45179
GCF_004771055.1; 4213346; 2060827; .67270
GCF_004768745.1; 5387972; 2791986; .59301
GCF_004771175.1; 3009209; 1667827; .38296
GCF_004771195.1; 2984254; 1661246; .38276
GCF_004771135.1; 5373909; 3019273; .50618
GCF_004771435.1; 2395957; 1231864; .52128
GCF_004771335.1; 2833334; 1550033; .33282
GCF_004771295.1; 2432626; 1285928; .44994
GCF_004771155.1; 5463465; 3020891; .35656
GCF_004771235.1; 5577944; 3169822; .50653
GCF_004771975.1; 2847905; 1561673; .33268
GCF_004771515.1; 2837319; 1563015; .33299
GCF_004772055.1; 2762775; 1502919; .33322
GCF_004772175.1; 2863894; 1563934; .33304
GCF_004772215.1; 2912998; 1625338; .33326
GCF_004786015.1; 2514591; 1419988; .42746
GCF_004785995.1; 2982685; 1667744; .33340
GCF_004785625.2; 3607229; 1814020; .44862
GCF_004777465.1; 3647788; 2021551; .70511
GCF_004792395.1; 3888021; 2103262; .39094
GCF_004792415.1; 4910091; 2792033; .55208
GCF_004786035.1; 6872501; 3344089; .60085
GCF_004792515.1; 2123071; 1148317; .35881
GCF_004792535.1; 1045242; 453098; .29742
GCF_004792435.1; 5072565; 2823435; .52161
GCF_004792455.1; 5053912; 2823522; .52162
GCF_004792475.1; 4960481; 2703105; .52656
GCF_004792555.1; 2404854; 1344436; .40512
GCF_004792575.1; 2377401; 1323681; .40594
GCF_004792495.1; 5091255; 2888717; .50827
GCF_004792595.1; 2367727; 1316403; .40637
GCF_004792635.1; 2383148; 1324445; .40646
GCF_004792615.1; 2299859; 1272898; .40604
GCF_004795735.1; 2538989; 1270104; .60665
GCF_004794295.1; 4188355; 2136449; .67288
GCF_004795775.1; 3399690; 1612843; .43020
GCF_004795795.1; 4846069; 2458723; .66126
GCF_004795715.1; 8388647; 3974134; .71917
GCF_004795935.1; 1107066; 628734; .34563
GCF_004795875.1; 4845549; 2416188; .61779
GCF_004795855.1; 4972139; 2529239; .61598
GCF_004795815.1; 5002631; 2567897; .64130
GCF_004795955.1; 1305367; 704698; .34387
GCF_004795915.1; 4845549; 2420055; .61779
GCF_004795895.1; 4609828; 2387237; .64595
GCF_004795975.1; 1305370; 697196; .34387
GCF_004797125.1; 3208598; 1487191; .36436
GCF_004797195.1; 2830362; 1535361; .33307
GCF_004797155.2; 4116713; 1994867; .39194
GCF_004798665.1; 3690365; 1592361; .68783
GCF_004798685.1; 4007102; 1954360; .74686
GCF_004798705.1; 4275246; 2146540; .66305
GCF_004798745.1; 4857914; 2709928; .51950
GCF_004799565.1; 4045888; 2192076; .46654
GCF_004798725.1; 7599927; 4147135; .65941
GCF_004798765.1; 5282236; 2987937; .52036
GCF_004799585.1; 4949633; 2746605; .50648
GCF_004799705.1; 5550704; 2996869; .35648
GCF_004801255.1; 3332726; 1540640; .58883
GCF_004801195.1; 5378770; 2812986; .35759
GCF_004801235.1; 5769146; 3278240; .56616
GCF_004801575.1; 5020945; 2877234; .50759
GCF_004803775.1; 1906509; 1148753; .36865
GCF_004803715.2; 3116310; 1622273; .68722
GCF_004801555.1; 5344198; 2993305; .52051
GCF_004803795.1; 2635971; 1396791; .44848
GCF_004802635.2; 4845986; 2410166; .62703
GCF_004803835.1; 1827329; 1065028; .37884
GCF_004803815.1; 2150335; 1282949; .45762
GCF_004803755.1; 5965944; 2934848; .58528
GCF_004803855.2; 1924730; 1154941; .36092
GCF_004803875.1; 3416604; 1772022; .32414
GCF_004843545.1; 2203589; 1234373; .37617
GCF_004804185.1; 5115251; 2949702; .50645
GCF_004843685.1; 2340370; 1243378; .41598
GCF_004804375.1; 5040705; 2803884; .55719
GCF_004804205.1; 4819955; 2739330; .50713
GCF_004804395.1; 4869218; 2707591; .55825
GCF_004843725.1; 4427527; 2115483; .33096
GCF_004842085.1; 7342687; 3085174; .67735
GCF_004803895.1; 9098852; 4463292; .70482
GCF_004847005.1; 4928713; 2722795; .52156
GCF_004847345.1; 4928711; 2742877; .52155
GCF_004847145.1; 4928692; 2722582; .52156
GCF_004847505.1; 4928690; 2723173; .52156
GCF_004847545.1; 4928677; 2741626; .52156
GCF_004847525.1; 4928699; 2723659; .52156
GCF_004847565.1; 4844720; 2692843; .52194
GCF_004847605.1; 5026392; 2795015; .52101
GCF_004847585.1; 4928693; 2741024; .52156
GCF_004847745.1; 4844722; 2693535; .52194
GCF_004847885.1; 4928706; 2741531; .52156
GCF_004848405.1; 4928582; 2424030; .52156
GCF_004848145.1; 4928695; 2742030; .52156
GCF_004848685.1; 4979065; 2448187; .52111
GCF_004848545.1; 4928710; 2424001; .52156
GCF_004916735.1; 3788312; 2020366; .49761
GCF_004851605.1; 4364965; 2176609; .57711
GCF_004848885.1; 4977388; 2464685; .52122
GCF_004919145.1; 5288492; 2995828; .52096
GCF_004919165.1; 5251518; 2935449; .51906
GCF_004919185.1; 5031752; 2829326; .52206
GCF_004919205.1; 5121518; 2886141; .52119
GCF_004919225.1; 5117501; 2880620; .52075
GCF_004919265.1; 5092219; 2521277; .52055
GCF_004919305.1; 5062108; 2845937; .52086
GCF_004919285.1; 5032063; 2826716; .52207
GCF_004919365.1; 5162718; 2904116; .52070
GCF_004919325.1; 5157664; 2913798; .52116
GCF_004919385.1; 5111927; 2881022; .52098
GCF_004919345.1; 5156537; 2904112; .52057
GCF_004919405.1; 5079546; 2850532; .52130
GCF_004919445.1; 5078026; 2831166; .52132
GCF_004919425.1; 5086691; 2858294; .52062
GCF_004919465.1; 5130988; 2869286; .52123
GCF_004919485.1; 4459481; 2455106; .61135
GCF_004919535.4; 7492389; 3795760; .60414
GCF_004924295.1; 1648724; 932557; .31067
GCF_004923295.1; 7345550; 3573503; .66958
GCF_004923415.2; 5103146; 2869127; .52173
GCF_004923395.1; 5019598; 2811230; .52168
GCF_004924255.1; 5239280; 2869758; .50686
GCF_004923315.1; 8305050; 4145003; .66775
GCF_004924275.1; 5243604; 2837607; .50676
GCF_004936435.1; 2425021; 1191422; .59913
GCF_004924335.1; 4896115; 2846076; .63941
GCF_004924315.1; 5885105; 3265815; .56970
GCF_004924355.1; 5316337; 2819974; .50596
GCF_004941425.1; 2395994; 1243677; .52129
GCF_004941405.1; 5120726; 2859887; .52122
GCF_005014055.1; 5259278; 3033784; .50766
GCF_005037715.1; 5616541; 3249013; .50608
GCF_005014075.1; 5579075; 3234328; .50634
GCF_005080705.1; 429777; 282386; .20928
GCF_005037735.1; 5643325; 3205838; .50435
GCF_005037725.1; 5948401; 3467134; .50605
GCF_005080865.1; 646383; 397979; .26347
GCF_005037775.1; 5220920; 2945225; .50835
GCF_005080965.1; 670812; 416200; .26469
GCF_005037795.1; 5607603; 3218296; .50671
GCF_005081445.1; 660898; 411939; .27586
GCF_005082145.1; 657903; 412389; .25049
GCF_005037805.1; 5261074; 3029928; .50626
GCF_005037815.1; 5934813; 3393121; .50625
GCF_005037845.1; 5822641; 3375546; .50589
GCF_005082585.1; 663756; 409676; .26561
GCF_005083845.1; 661138; 419886; .24767
GCF_005080685.1; 6775407; 3468284; .62673
GCF_005083985.2; 1918356; 1146293; .34439
GCF_005121165.3; 3665515; 2034898; .58697
GCF_005094845.1; 5098481; 2873007; .52126
GCF_005116675.2; 5794472; 2337161; .48468
GCF_005116655.2; 6920676; 2679538; .44442
GCF_005144905.1; 5201263; 2810068; .43923
GCF_005144965.1; 2952831; 1929395; .64662
GCF_005144925.1; 5132144; 2883562; .52140
GCF_005144505.2; 5847887; 3181915; .58990
GCF_005144945.1; 5259672; 2945092; .51910
GCF_005145005.1; 2245020; 1195364; .37028
GCF_005144885.1; 7538539; 3842923; .66300
GCF_005144985.1; 5104955; 2871062; .52085
GCF_005145085.1; 4752506; 2368395; .29274
GCF_005145045.1; 5390608; 2867196; .57021
GCF_005144635.2; 12628081; 5146725; .68952
GCF_005145025.1; 4889456; 2564734; .65506
GCF_005153485.1; 4630457; 2369139; .63278
GCF_005155025.1; 4468889; 2232888; .59478
GCF_005155285.1; 6848057; 3780438; .35339
GCF_005154805.1; 5819757; 3070963; .40386
GCF_005156105.1; 4522110; 2282413; .65271
GCF_005155785.1; 4441016; 2239153; .65259
GCF_005158285.1; 3284186; 1730221; .38717
GCF_005155965.1; 4765423; 2435245; .40533
GCF_005158025.1; 3263330; 1757209; .37514
GCF_005156265.1; 5452155; 3094568; .50787
GCF_005157325.1; 4607157; 2512496; .41005
GCF_005160065.1; 3762741; 2107831; .51811
GCF_005160445.1; 1800538; 989252; .38867
GCF_005160365.1; 5033675; 2811647; .52160
GCF_005160785.1; 1861409; 1022721; .38698
GCF_005160565.1; 1907563; 1074882; .38747
GCF_005160405.1; 5480161; 3092337; .51787
GCF_005160425.1; 4178656; 2386450; .43992
GCF_005161325.1; 1824262; 1020633; .38842
GCF_005160925.1; 1946967; 1085075; .38799
GCF_005161125.1; 1845120; 1010198; .38769
GCF_005161465.1; 1851685; 1017339; .38722
GCF_005161605.1; 1999382; 1115265; .38604
GCF_005161825.1; 1835436; 1006577; .38781
GCF_005161985.1; 1936028; 1082926; .38684
GCF_005162245.1; 1857394; 1020458; .38684
GCF_005162405.1; 1871063; 1048986; .38831
GCF_005162725.1; 1744004; 952884; .38875
GCF_005162865.1; 1872504; 1044105; .38765
GCF_005162565.1; 1872129; 931519; .38752
GCF_005163085.1; 1813038; 980971; .38758
GCF_005163245.1; 1786131; 983957; .38843
GCF_005163705.1; 1834603; 1006129; .38845
GCF_005163385.1; 1832872; 1024794; .38833
GCF_005163565.1; 1854873; 1029420; .38863
GCF_005163865.1; 1934894; 1064794; .38882
GCF_005164025.1; 1851504; 1026494; .38817
GCF_005164305.1; 1851472; 1018615; .38818
GCF_005164885.1; 1809095; 984166; .38823
GCF_005164585.1; 1880632; 1055797; .38808
